분류,코드값,상세설명
산업,853,고등 교육기관
산업,8530,고등 교육기관
산업,85301,전문대학
산업,85302,대학교
산업,85303,대학원
산업,854,"특수학교, 외국인학교 및 대안학교"
산업,8541,특수학교
산업,85410,특수학교
산업,8542,외국인학교
산업,85420,외국인학교
산업,8543,대안학교
산업,85430,대안학교
산업,855,일반 교습학원
산업,8550,일반 교습학원
산업,85501,일반 교과학원
산업,85502,방문 교육학원
산업,85503,온라인 교육학원
산업,856,기타 교육기관
산업,8561,스포츠 및 레크리에이션 교육기관
산업,85611,태권도 및 무술 교육기관
산업,85612,기타 스포츠 교육기관
산업,85613,레크리에이션 교육기관
산업,85614,청소년 수련시설 운영업
산업,8562,예술학원
산업,85621,음악학원
산업,85622,미술학원
산업,85629,기타 예술학원
산업,8563,외국어학원 및 기타 교습학원
산업,85631,외국어학원
산업,85632,기타 교습학원
산업,8564,사회교육시설
산업,85640,사회교육시설
산업,8565,직원 훈련기관
산업,85650,직원 훈련기관
산업,8566,기술 및 직업 훈련학원
산업,85661,운전학원
산업,85669,기타 기술 및 직업 훈련학원
산업,8569,그 외 기타 교육기관
산업,85691,컴퓨터 학원
산업,85699,그 외 기타 분류 안된 교육기관
산업,857,교육 지원 서비스업
산업,8570,교육 지원 서비스업
산업,85701,교육관련 자문 및 평가업
산업,85709,기타 교육지원 서비스업
산업,86,보건업
산업,861,병원
산업,8610,병원
산업,86101,종합병원
산업,86102,일반병원
산업,86103,치과병원
산업,86104,한방병원
산업,86105,요양병원
산업,862,의원
산업,8620,의원
산업,86201,일반의원
산업,86202,치과의원
산업,86203,한의원
산업,86204,방사선 진단 및 병리 검사 의원
산업,863,공중 보건 의료업
산업,8630,공중 보건 의료업
산업,86300,공중 보건 의료업
산업,869,기타 보건업
산업,8690,기타 보건업
산업,86901,앰뷸런스 서비스업
산업,86902,유사 의료업
산업,86909,그 외 기타 보건업
산업,87,사회복지 서비스업
산업,871,거주 복지시설 운영업
산업,8711,노인 거주 복지시설 운영업
산업,87111,노인 요양 복지시설 운영업
산업,87112,노인 양로 복지시설 운영업
산업,8712,심신 장애인 거주 복지시설 운영업
산업,87121,신체 부자유자 거주 복지시설 운영업
산업,87122,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업"
산업,8713,기타 거주 복지시설 운영업
산업,87131,아동 및 부녀자 거주 복지시설 운영업
산업,87139,그 외 기타 거주 복지시설 운영업
산업,872,비거주 복지시설 운영업
산업,8721,보육시설 운영업
산업,87210,보육시설 운영업
산업,8729,기타 비거주 복지 서비스업
산업,87291,직업 재활원 운영업
산업,87292,종합복지관 운영업
산업,87293,방문 복지서비스 제공업
산업,87294,사회복지 상담 서비스 제공업
산업,87299,그 외 기타 비거주 복지 서비스업
산업,90,"창작, 예술 및 여가관련 서비스업"
산업,901,창작 및 예술관련 서비스업
산업,9011,공연시설 운영업
산업,90110,공연시설 운영업
산업,9012,공연단체
산업,90121,연극단체
산업,90122,무용 및 음악단체
산업,90123,기타 공연단체
산업,9013,자영 예술가
산업,90131,공연 예술가
산업,90132,비공연 예술가
산업,9019,기타 창작 및 예술 관련 서비스업
산업,90191,공연 기획업
산업,90199,그 외 기타 창작 및 예술 관련 서비스업
산업,902,"도서관, 사적지 및 유사 여가관련 서비스업"
산업,9021,"도서관, 기록 보존소 및 독서실 운영업"
산업,90211,도서관 및 기록 보존소 운영업
산업,90212,독서실 운영업
산업,9022,박물관 및 사적지 관리 운영업
산업,90221,박물관 운영업
산업,90222,사적지 관리 운영업
산업,9023,"식물원, 동물원 및 자연공원 운영업"
산업,90231,식물원 및 동물원 운영업
산업,90232,자연공원 운영업
산업,9029,기타 유사 여가관련 서비스업
산업,90290,기타 유사 여가관련 서비스업
산업,91,스포츠 및 오락관련 서비스업
산업,911,스포츠 서비스업
산업,9111,경기장 운영업
산업,91111,실내 경기장 운영업
산업,91112,실외 경기장 운영업
산업,91113,경주장 및 동물 경기장 운영업
산업,9112,골프장 및 스키장 운영업
산업,91121,골프장 운영업
산업,91122,스키장 운영업
산업,9113,기타 스포츠시설 운영업
산업,91131,종합 스포츠시설 운영업
산업,91132,체력 단련시설 운영업
산업,91133,수영장 운영업
산업,91134,볼링장 운영업
산업,91135,당구장 운영업
산업,91136,골프 연습장 운영업
산업,91139,그 외 기타 스포츠시설 운영업
산업,9119,기타 스포츠 서비스업
산업,91191,스포츠 클럽 운영업
산업,91199,그 외 기타 스포츠 서비스업
산업,912,유원지 및 기타 오락관련 서비스업
산업,9121,유원지 및 테마파크 운영업
산업,91210,유원지 및 테마파크 운영업
산업,9122,오락장 운영업
산업,91221,전자 게임장 운영업
산업,91222,컴퓨터 게임방 운영업
산업,91223,노래 연습장 운영업
산업,91229,기타 오락장 운영업
산업,9123,수상오락 서비스업
산업,91231,낚시장 운영업
산업,91239,기타 수상오락 서비스업
산업,9124,사행시설 관리 및 운영업
산업,91241,복권 발행 및 판매업
산업,91242,카지노 운영업
산업,91249,기타 사행시설 관리 및 운영업
산업,9129,그 외 기타 오락관련 서비스업
산업,91291,무도장 운영업
산업,91292,체육 공원 및 유사 공원 운영업
산업,91293,기원 운영업
산업,91299,그 외 기타 분류 안된 오락관련 서비스업
산업,94,협회 및 단체
산업,941,산업 및 전문가 단체
산업,9411,산업 단체
산업,94110,산업 단체
산업,9412,전문가 단체
산업,94120,전문가 단체
산업,942,노동조합
산업,9420,노동조합
산업,94200,노동조합
산업,949,기타 협회 및 단체
산업,9491,종교 단체
산업,94911,불교 단체
산업,94912,기독교 단체
산업,94913,천주교 단체
산업,94914,민족 종교 단체
산업,94919,기타 종교 단체
산업,9492,정치 단체
산업,94920,정치 단체
산업,9493,시민운동 단체
산업,94931,환경운동 단체
산업,94939,기타 시민운동 단체
산업,9499,그 외 기타 협회 및 단체
산업,94990,그 외 기타 협회 및 단체
산업,95,개인 및 소비용품 수리업
산업,951,컴퓨터 및 통신장비 수리업
산업,9511,컴퓨터 및 주변 기기 수리업
산업,95110,컴퓨터 및 주변 기기 수리업
산업,9512,통신장비 수리업
산업,95120,통신장비 수리업
산업,952,자동차 및 모터사이클 수리업
산업,9521,자동차 수리 및 세차업
산업,95211,자동차 종합 수리업
산업,95212,자동차 전문 수리업
산업,95213,자동차 세차업
산업,9522,모터사이클 수리업
산업,95220,모터사이클 수리업
산업,953,개인 및 가정용품 수리업
산업,9531,가전제품 수리업
산업,95310,가전제품 수리업
산업,9539,기타 개인 및 가정용품 수리업
산업,95391,의복 및 기타 가정용 직물제품 수리업
산업,95392,"가죽, 가방 및 신발 수리업"
산업,95393,"시계, 귀금속 및 악기 수리업"
산업,95399,그 외 기타 개인 및 가정용품 수리업
산업,96,기타 개인 서비스업
산업,961,"미용, 욕탕 및 유사 서비스업"
산업,9611,이용 및 미용업
산업,96111,이용업
산업,96112,두발 미용업
산업,96113,피부 미용업
산업,96119,기타 미용업
산업,9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
산업,96121,욕탕업
산업,96122,마사지업
산업,96129,체형 등 기타 신체 관리 서비스업
산업,969,그 외 기타 개인 서비스업
산업,9691,세탁업
산업,96911,산업용 세탁업
산업,96912,가정용 세탁업
산업,96913,세탁물 공급업
산업,9692,장례식장 및 관련 서비스업
산업,96921,장례식장 및 장의관련 서비스업
산업,96922,"화장터 운영, 묘지 분양 및 관리업"
산업,9699,그 외 기타 분류 안된 개인 서비스업
산업,96991,예식장업
산업,96992,점술 및 유사 서비스업
산업,96993,개인 간병 및 유사 서비스업
산업,96994,결혼 상담 및 준비 서비스업
산업,96995,반려동물 장묘 및 보호 서비스업
산업,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
산업,97,가구 내 고용활동
산업,970,가구 내 고용활동
산업,9700,가구 내 고용활동
산업,97000,가구 내 고용활동
산업,98,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동
산업,981,자가 소비를 위한 가사 생산 활동
산업,9810,자가 소비를 위한 가사 생산 활동
산업,98100,자가 소비를 위한 가사 생산 활동
산업,982,자가 소비를 위한 가사 서비스 활동
산업,9820,자가 소비를 위한 가사 서비스 활동
산업,98200,자가 소비를 위한 가사 서비스 활동
산업,99,국제 및 외국기관
산업,990,국제 및 외국기관
산업,9900,국제 및 외국기관
산업,99001,주한 외국 공관
산업,99009,기타 국제 및 외국기관
산업,A,"농업, 임업 및 어업(01~03)"
산업,B,광 업(05~08)
산업,C,제 조 업(10~34)
산업,D,"전기, 가스, 증기 및 공기 조절 공급업(35)"
산업,E,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"
산업,F,건 설 업(41~42)
산업,G,도매 및 소매업(45~47)
산업,H,운수 및 창고업(49~52)
산업,I,숙박 및 음식점업(55~56)
산업,J,정보통신업(58~63)
산업,K,금융 및 보험업(64~66)
산업,L,부동산업(68)
산업,M,"전문, 과학 및 기술 서비스업(70~73)"
산업,N,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)"
산업,O,"공공 행정, 국방 및 사회보장 행정(84)"
산업,P,교육 서비스업(85)
산업,Q,보건업 및 사회복지 서비스업(86~87)
산업,R,"예술, 스포츠 및 여가관련 서비스업(90~91)"
산업,S,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)"
산업,T,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동(97~98)
산업,U,국제 및 외국기관(99)
