분류종류,분류차순정보,분류범위,신분류코드,신분류항목명,구분류코드,구분류항목명
KSIC,11,5,15219,기타 신발 제조업,15219,기타 신발 제조업
KSIC,11,5,15220,신발 부분품 제조업,15220,신발 부분품 제조업
KSIC,11,5,16101,일반 제재업,16101,일반 제재업
KSIC,11,5,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,16102,표면 가공 목재 및 특정 목적용 제재목 제조업
KSIC,11,5,16103,"목재 보존, 방부처리, 도장 및 유사 처리업",16103,"목재 보존, 방부처리, 도장 및 유사 처리업"
KSIC,11,5,16211,"박판, 합판 및 유사 적층판 제조업",16211,"박판, 합판 및 유사 적층판 제조업"
KSIC,11,5,16212,강화 및 재생 목재 제조업,16212,강화 및 재생 목재 제조업
KSIC,11,5,16221,목재문 및 관련제품 제조업,16221,목재문 및 관련제품 제조업
KSIC,11,5,16229,기타 건축용 나무제품 제조업,16229,기타 건축용 나무제품 제조업
KSIC,11,5,16231,목재 깔판류 및 기타 적재판 제조업,16231,목재 깔판류 및 기타 적재판 제조업
KSIC,11,5,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",16232,"목재 포장용 상자, 드럼 및 유사용기 제조업"
KSIC,11,5,16291,목재 도구 및 주방용 나무제품 제조업,16291,목재 도구 및 주방용 나무제품 제조업
KSIC,11,5,16292,장식용 목제품 제조업,16292,장식용 목제품 제조업
KSIC,11,5,16299,그 외 기타 나무제품 제조업,16299,그 외 기타 나무제품 제조업
KSIC,11,5,16300,코르크 및 조물제품 제조업,16300,코르크 및 조물제품 제조업
KSIC,11,5,17101,펄프 제조업,17110,펄프 제조업
KSIC,11,5,17102,신문용지 제조업,17121,신문용지 제조업
KSIC,11,5,17103,인쇄용 및 필기용 원지 제조업,17122,인쇄용 및 필기용 원지 제조업
KSIC,11,5,17104,골판지 원지 제조업,17123,크라프트지 및 상자용 판지 제조업
KSIC,11,5,17105,크라프트지 및 기타 상자용 판지 제조업,17123,크라프트지 및 상자용 판지 제조업
KSIC,11,5,17106,위생용 원지 제조업,17125,위생용 원지 제조업
KSIC,11,5,17109,기타 종이 및 판지 제조업,17129,기타 종이 및 판지 제조업
KSIC,11,5,17211,골판지 제조업,17211,골판지 제조업
KSIC,11,5,17212,골판지 상자 및 가공제품 제조업,17212,골판지 상자 및 가공제품 제조업
KSIC,11,5,17221,종이 포대 및 가방 제조업,17221,종이 포대 및 가방 제조업
KSIC,11,5,17222,판지 상자 및 용기 제조업,17222,판지 상자 및 용기 제조업
KSIC,11,5,17223,식품 위생용 종이 상자 및 용기 제조업,17223,식품 위생용 종이 상자 및 용기 제조업
KSIC,11,5,17229,기타 종이 상자 및 용기 제조업,17229,기타 종이 상자 및 용기 제조업
KSIC,11,5,17901,문구용 종이제품 제조업,17901,문구용 종이제품 제조업
KSIC,11,5,17902,위생용 종이제품 제조업,17902,위생용 종이제품 제조업
KSIC,11,5,17903,벽지 및 장판지 제조업,17903,벽지 및 장판지 제조업
KSIC,11,5,17904,"적층, 합성 및 특수표면처리 종이 제조업",17124,"적층, 합성 및 특수표면처리 종이 제조업"
KSIC,11,5,17909,그 외 기타 종이 및 판지 제품 제조업,17909,그 외 기타 종이 및 판지 제품 제조업
KSIC,11,5,18111,경 인쇄업,18111,경 인쇄업
KSIC,11,5,18112,스크린 인쇄업,18112,스크린 인쇄업
KSIC,11,5,18113,오프셋 인쇄업,18113,오프셋 인쇄업
KSIC,11,5,18119,기타 인쇄업,18119,기타 인쇄업
KSIC,11,5,18121,제판 및 조판업,18121,제판 및 조판업
KSIC,11,5,18122,제책업,18122,제책업
KSIC,11,5,18129,기타 인쇄관련 산업,18129,기타 인쇄관련 산업
KSIC,11,5,18200,기록매체 복제업,18200,기록매체 복제업
KSIC,11,5,19100,코크스 및 연탄 제조업,19101,코크스 및 관련제품 제조업
KSIC,11,5,19100,코크스 및 연탄 제조업,19102,연탄 및 기타 석탄 가공품 제조업
KSIC,11,5,19210,원유 정제처리업,19210,원유 정제처리업
KSIC,11,5,19221,윤활유 및 그리스 제조업,19221,윤활유 및 그리스 제조업
KSIC,11,5,19229,기타 석유정제물 재처리업,19229,기타 석유정제물 재처리업
KSIC,11,5,20111,석유화학계 기초 화학물질 제조업,20111,석유화학계 기초 화학물질 제조업
KSIC,11,5,20112,바이오매스계 기초 화학물질 제조업,20112,천연수지 및 나무 화학물질 제조업
KSIC,11,5,20119,기타 기초 유기 화학물질 제조업,20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
KSIC,11,5,20121,수소 제조업,20121,산업용 가스 제조업
KSIC,11,5,20122,"산소, 질소 및 기타 산업용 가스 제조업",20121,산업용 가스 제조업
KSIC,11,5,20129,기타 기초 무기 화학물질 제조업,20129,기타 기초 무기 화학물질 제조업
KSIC,11,5,20131,무기안료용 금속 산화물 및 관련 제품 제조업,20131,무기안료용 금속 산화물 및 관련 제품 제조업
KSIC,11,5,20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업"
KSIC,11,5,20201,합성고무 제조업,20201,합성고무 제조업
KSIC,11,5,20202,합성수지 및 기타 플라스틱 물질 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업
KSIC,11,5,20203,혼성 및 재생 플라스틱 소재 물질 제조업,20203,혼성 및 재생 플라스틱 소재 물질 제조업
KSIC,11,5,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업"
KSIC,11,5,20312,복합비료 및 기타 화학비료 제조업,20312,복합비료 및 기타 화학비료 제조업
KSIC,11,5,20313,유기질 비료 및 상토 제조업,20313,유기질 비료 및 상토 제조업
KSIC,11,5,20321,화학 살균·살충제 및 농업용 약제 제조업,20321,화학 살균·살충제 및 농업용 약제 제조업
KSIC,11,5,20322,생물 살균·살충제 및 식물보호제 제조업,20322,생물 살균·살충제 및 식물보호제 제조업
KSIC,11,5,20411,일반용 도료 및 관련제품 제조업,20411,일반용 도료 및 관련제품 제조업
KSIC,11,5,20412,요업용 도포제 및 관련제품 제조업,20412,요업용 도포제 및 관련제품 제조업
KSIC,11,5,20413,인쇄잉크 및 회화용 물감 제조업,20413,인쇄잉크 및 회화용 물감 제조업
KSIC,11,5,20421,계면활성제 제조업,20421,계면활성제 제조업
KSIC,11,5,20422,"치약, 비누 및 기타 세제 제조업",20422,"치약, 비누 및 기타 세제 제조업"
KSIC,11,5,20423,화장품 제조업,20423,화장품 제조업
KSIC,11,5,20424,표면광택제 및 실내가향제 제조업,20424,표면광택제 및 실내가향제 제조업
KSIC,11,5,20491,감광재료 및 관련 화학제품 제조업,20491,감광재료 및 관련 화학제품 제조업
KSIC,11,5,20492,가공 및 정제염 제조업,20492,가공 및 정제염 제조업
KSIC,11,5,20493,접착제 및 젤라틴 제조업,20493,접착제 및 젤라틴 제조업
KSIC,11,5,20494,화약 및 불꽃제품 제조업,20494,화약 및 불꽃제품 제조업
KSIC,11,5,20495,바이오 연료 및 혼합물 제조업,20495,바이오 연료 및 혼합물 제조업
KSIC,11,5,20499,그 외 기타 분류 안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업
KSIC,11,5,20501,합성섬유 제조업,20501,합성섬유 제조업
KSIC,11,5,20502,재생섬유 제조업,20502,재생섬유 제조업
KSIC,11,5,21100,기초 의약 물질 제조업,21101,의약용 화합물 및 항생물질 제조업
KSIC,11,5,21100,기초 의약 물질 제조업,21102,생물학적 제제 제조업
KSIC,11,5,21211,생물 의약품 제조업,21210,완제 의약품 제조업
KSIC,11,5,21212,합성의약품 및 기타 완제 의약품 제조업,21210,완제 의약품 제조업
KSIC,11,5,21220,한의약품 제조업,21220,한의약품 제조업
KSIC,11,5,21230,동물용 의약품 제조업,21230,동물용 의약품 제조업
KSIC,11,5,21301,제외 진단 시약 제조업,21102,생물학적 제제 제조업
KSIC,11,5,21301,제외 진단 시약 제조업,20499,그 외 기타 분류 안된 화학제품 제조업
KSIC,11,5,21301,제외 진단 시약 제조업,21300,의료용품 및 기타 의약 관련제품 제조업
KSIC,11,5,21309,그 외 기타 의료용품 및 의약 관련제품 제조업,21300,의료용품 및 기타 의약 관련제품 제조업
KSIC,11,5,22110,고무 타이어 및 튜브 제조업,22111,타이어 및 튜브 제조업
KSIC,11,5,22110,고무 타이어 및 튜브 제조업,22112,타이어 재생업
KSIC,11,5,22191,고무패킹류 제조업,22191,고무패킹류 제조업
KSIC,11,5,22192,산업용 그 외 비경화 고무제품 제조업,22192,산업용 그 외 비경화 고무제품 제조업
KSIC,11,5,22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업,22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업
KSIC,11,5,22199,그 외 기타 고무제품 제조업,22199,그 외 기타 고무제품 제조업
KSIC,11,5,22211,"플라스틱 선, 봉, 관 및 호스 제조업",22211,"플라스틱 선, 봉, 관 및 호스 제조업"
KSIC,11,5,22212,플라스틱 필름 제조업,22212,플라스틱 필름 제조업
KSIC,11,5,22213,플라스틱 시트 및 판 제조업,22213,플라스틱 시트 및 판 제조업
KSIC,11,5,22214,플라스틱 합성피혁 제조업,22214,플라스틱 합성피혁 제조업
KSIC,11,5,22221,벽 및 바닥 피복용 플라스틱제품 제조업,22221,벽 및 바닥 피복용 플라스틱제품 제조업
KSIC,11,5,22222,설치용 및 위생용 플라스틱제품 제조업,22222,설치용 및 위생용 플라스틱제품 제조업
KSIC,11,5,22223,플라스틱 창호 제조업,22223,플라스틱 창호 제조업
KSIC,11,5,22229,기타 건축용 플라스틱 조립제품 제조업,22229,기타 건축용 플라스틱 조립제품 제조업
KSIC,11,5,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",22231,"플라스틱 포대, 봉투 및 유사제품 제조업"
KSIC,11,5,22232,포장용 플라스틱 성형용기 제조업,22232,포장용 플라스틱 성형용기 제조업
KSIC,11,5,22241,운송장비 조립용 플라스틱제품 제조업,22241,운송장비 조립용 플라스틱제품 제조업
KSIC,11,5,22249,기타 기계·장비 조립용 플라스틱 제품 제조업,22249,기타 기계·장비 조립용 플라스틱 제품 제조업
KSIC,11,5,22251,폴리스티렌 발포 성형제품 제조업,22251,폴리스티렌 발포 성형제품 제조업
KSIC,11,5,22259,기타 플라스틱 발포 성형제품 제조업,22259,기타 플라스틱 발포 성형제품 제조업
KSIC,11,5,22291,플라스틱 접착처리 제품 제조업,22291,플라스틱 접착처리 제품 제조업
KSIC,11,5,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
KSIC,11,5,22299,그 외 기타 플라스틱 제품 제조업,22299,그 외 기타 플라스틱 제품 제조업
KSIC,11,5,23111,판유리 제조업,23111,판유리 제조업
KSIC,11,5,23112,안전유리 제조업,23112,안전유리 제조업
KSIC,11,5,23119,기타 판유리 가공품 제조업,23119,기타 판유리 가공품 제조업
KSIC,11,5,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
KSIC,11,5,23122,디스플레이 장치용 유리 제조업,23122,디스플레이 장치용 유리 제조업
KSIC,11,5,23129,기타 산업용 유리제품 제조업,23129,기타 산업용 유리제품 제조업
KSIC,11,5,23191,가정용 유리제품 제조업,23191,가정용 유리제품 제조업
KSIC,11,5,23192,포장용 유리용기 제조업,23192,포장용 유리용기 제조업
KSIC,11,5,23199,그 외 기타 유리제품 제조업,23199,그 외 기타 유리제품 제조업
KSIC,11,5,23211,정형 내화 요업제품 제조업,23211,정형 내화 요업제품 제조업
KSIC,11,5,23212,부정형 내화 요업제품 제조업,23212,부정형 내화 요업제품 제조업
KSIC,11,5,23221,가정용 및 장식용 도자기 제조업,23221,가정용 및 장식용 도자기 제조업
KSIC,11,5,23222,위생용 및 산업용 도자기 제조업,23222,위생용 및 산업용 도자기 제조업
KSIC,11,5,23229,기타 일반 도자기 제조업,23229,기타 일반 도자기 제조업
KSIC,11,5,23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업"
KSIC,11,5,23232,타일 및 유사 비내화 요업제품 제조업,23232,타일 및 유사 비내화 요업제품 제조업
KSIC,11,5,23239,기타 건축용 비내화 요업제품 제조업,23239,기타 건축용 비내화 요업제품 제조업
KSIC,11,5,23311,시멘트 제조업,23311,시멘트 제조업
KSIC,11,5,23312,석회 및 플라스터 제조업,23312,석회 및 플라스터 제조업
KSIC,11,5,23321,비내화 모르타르 제조업,23321,비내화 모르타르 제조업
KSIC,11,5,23322,레미콘 제조업,23322,레미콘 제조업
KSIC,11,5,23323,플라스터 혼합제품 제조업,23323,플라스터 혼합제품 제조업
KSIC,11,5,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
KSIC,11,5,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
KSIC,11,5,23326,인조대리석 제품 제조업,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
KSIC,11,5,23326,인조대리석 제품 제조업,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
KSIC,11,5,23329,그 외 기타 콘크리트 제품 및 유사제품 제조업,23329,그 외 기타 콘크리트 제품 및 유사제품 제조업
KSIC,11,5,23911,건설용 석제품 제조업,23911,건설용 석제품 제조업
KSIC,11,5,23919,기타 석제품 제조업,23919,기타 석제품 제조업
KSIC,11,5,23991,아스팔트 콘크리트 및 혼합제품 제조업,23991,아스팔트 콘크리트 및 혼합제품 제조업
KSIC,11,5,23992,연마재 제조업,23992,연마재 제조업
KSIC,11,5,23993,비금속광물 분쇄물 생산업,23993,비금속광물 분쇄물 생산업
KSIC,11,5,23994,암면 및 유사제품 제조업,23994,암면 및 유사제품 제조업
KSIC,11,5,23995,탄소섬유 제조업,23995,탄소섬유 제조업
KSIC,11,5,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,23999,그 외 기타 분류 안된 비금속 광물제품 제조업
KSIC,11,5,24111,제철업,24111,제철업
KSIC,11,5,24112,제강업,24112,제강업
KSIC,11,5,24113,합금철 제조업,24113,합금철 제조업
KSIC,11,5,24119,기타 제철 및 제강업,24119,기타 제철 및 제강업
KSIC,11,5,24121,열간 압연 및 압출 제품 제조업,24121,열간 압연 및 압출 제품 제조업
KSIC,11,5,24122,냉간 압연 및 압출 제품 제조업,24122,냉간 압연 및 압출 제품 제조업
KSIC,11,5,24123,철강선 제조업,24123,철강선 제조업
KSIC,11,5,24131,주철관 제조업,24131,주철관 제조업
KSIC,11,5,24132,강관 제조업,24132,강관 제조업
KSIC,11,5,24133,강관 가공품 및 관 연결구류 제조업,24133,강관 가공품 및 관 연결구류 제조업
KSIC,11,5,24191,"도금, 착색 및 기타 표면처리강재 제조업",24191,"도금, 착색 및 기타 표면처리강재 제조업"
KSIC,11,5,24199,그 외 기타 1차 철강 제조업,24199,그 외 기타 1차 철강 제조업
KSIC,11,5,24211,"동 제련, 정련 및 합금 제조업",24211,"동 제련, 정련 및 합금 제조업"
KSIC,11,5,24212,"알루미늄 제련, 정련 및 합금 제조업",24212,"알루미늄 제련, 정련 및 합금 제조업"
KSIC,11,5,24213,"연 및 아연 제련, 정련 및 합금 제조업",24213,"연 및 아연 제련, 정련 및 합금 제조업"
KSIC,11,5,24219,"기타 비철금속 제련, 정련 및 합금 제조업",24219,"기타 비철금속 제련, 정련 및 합금 제조업"
KSIC,11,5,24221,"동 압연, 압출 및 연신제품 제조업",24221,"동 압연, 압출 및 연신제품 제조업"
KSIC,11,5,24222,"알루미늄 압연, 압출 및 연신제품 제조업",24222,"알루미늄 압연, 압출 및 연신제품 제조업"
KSIC,11,5,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업"
KSIC,11,5,24290,기타 1차 비철금속 제조업,24290,기타 1차 비철금속 제조업
KSIC,11,5,24311,선철주물 주조업,24311,선철주물 주조업
KSIC,11,5,24312,강주물 주조업,24312,강주물 주조업
KSIC,11,5,24321,알루미늄주물 주조업,24321,알루미늄주물 주조업
KSIC,11,5,24329,기타 비철금속 주조업,24322,동주물 주조업
KSIC,11,5,24329,기타 비철금속 주조업,24329,기타 비철금속 주조업
KSIC,11,5,25111,"금속 문, 창, 셔터 및 관련제품 제조업",25111,"금속 문, 창, 셔터 및 관련제품 제조업"
KSIC,11,5,25112,구조용 금속 판제품 및 공작물 제조업,25112,구조용 금속 판제품 및 공작물 제조업
KSIC,11,5,25113,육상 금속 골조 구조재 제조업,25113,육상 금속 골조 구조재 제조업
KSIC,11,5,25114,수상 금속 골조 구조재 제조업,25114,수상 금속 골조 구조재 제조업
KSIC,11,5,25119,기타 구조용 금속제품 제조업,25119,기타 구조용 금속제품 제조업
KSIC,11,5,25121,산업용 난방보일러 및 방열기 제조업,25121,산업용 난방보일러 및 방열기 제조업
KSIC,11,5,25122,금속탱크 및 저장용기 제조업,25122,금속탱크 및 저장용기 제조업
KSIC,11,5,25123,압축 및 액화 가스용기 제조업,25123,압축 및 액화 가스용기 제조업
KSIC,11,5,25130,핵반응기 및 증기보일러 제조업,25130,핵반응기 및 증기보일러 제조업
KSIC,11,5,25200,무기 및 총포탄 제조업,25200,무기 및 총포탄 제조업
KSIC,11,5,25911,분말 야금제품 제조업,25911,분말 야금제품 제조업
KSIC,11,5,25912,금속 단조제품 제조업,25912,금속 단조제품 제조업
KSIC,11,5,25913,자동차용 금속 압형제품 제조업,25913,자동차용 금속 압형제품 제조업
KSIC,11,5,25914,그 외 금속 압형제품 제조업,25914,그 외 금속 압형제품 제조업
KSIC,11,5,25921,금속 열처리업,25921,금속 열처리업
KSIC,11,5,25922,도금업,25922,도금업
KSIC,11,5,25923,도장 및 기타 피막처리업,25923,도장 및 기타 피막처리업
KSIC,11,5,25924,절삭가공 및 유사처리업,25924,절삭가공 및 유사처리업
KSIC,11,5,25929,그 외 기타 금속가공업,25929,그 외 기타 금속가공업
KSIC,11,5,25931,날붙이 제조업,25931,날붙이 제조업
KSIC,11,5,25932,일반철물 제조업,25932,일반철물 제조업
KSIC,11,5,25933,비동력식 수공구 제조업,25933,비동력식 수공구 제조업
KSIC,11,5,25934,톱 및 호환성 공구 제조업,25934,톱 및 호환성 공구 제조업
KSIC,11,5,25941,볼트 및 너트류 제조업,25941,볼트 및 너트류 제조업
KSIC,11,5,25942,그 외 금속파스너 및 나사제품 제조업,25942,그 외 금속파스너 및 나사제품 제조업
KSIC,11,5,25943,금속 스프링 제조업,25943,금속 스프링 제조업
KSIC,11,5,25944,금속선 가공제품 제조업,25944,금속선 가공제품 제조업
KSIC,11,5,25991,금속 캔 및 기타 포장용기 제조업,25991,금속 캔 및 기타 포장용기 제조업
KSIC,11,5,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,25992,수동식 식품 가공기기 및 금속 주방용기 제조업
KSIC,11,5,25993,금속 위생용품 제조업,25993,금속 위생용품 제조업
KSIC,11,5,25994,금속 표시판 제조업,25994,금속 표시판 제조업
KSIC,11,5,25995,피복 및 충전 용접봉 제조업,25995,피복 및 충전 용접봉 제조업
KSIC,11,5,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,25999,그 외 기타 분류 안된 금속 가공 제품 제조업
KSIC,11,5,26111,메모리용 전자집적회로 제조업,26111,메모리용 전자집적회로 제조업
KSIC,11,5,26112,비메모리용 및 기타 전자집적회로 제조업,26112,비메모리용 및 기타 전자집적회로 제조업
KSIC,11,5,26121,발광 다이오드 제조업,26121,발광 다이오드 제조업
KSIC,11,5,26129,기타 반도체소자 제조업,26129,기타 반도체소자 제조업
KSIC,11,5,26211,액정 표시장치 제조업,26211,액정 표시장치 제조업
KSIC,11,5,26212,유기발광 표시장치 제조업,26212,유기발광 표시장치 제조업
KSIC,11,5,26219,기타 표시장치 제조업,26219,기타 표시장치 제조업
KSIC,11,5,26221,인쇄회로기판용 적층판 제조업,26221,인쇄회로기판용 적층판 제조업
KSIC,11,5,26222,경성 인쇄회로기판 제조업,26222,경성 인쇄회로기판 제조업
KSIC,11,5,26223,연성 및 기타 인쇄회로기판 제조업,26223,연성 및 기타 인쇄회로기판 제조업
KSIC,11,5,26224,전자부품 실장기판 제조업,26224,전자부품 실장기판 제조업
KSIC,11,5,26291,전자축전기 제조업,26291,전자축전기 제조업
KSIC,11,5,26292,전자저항기 및 전자카드 제조업,26292,전자저항기 제조업
KSIC,11,5,26292,전자저항기 및 전자카드 제조업,26293,전자카드 제조업
KSIC,11,5,26293,"전자코일, 변성기 및 기타 전자 유도자 제조업",26294,"전자코일, 변성기 및 기타 전자 유도자 제조업"
KSIC,11,5,26294,전자감지장치 제조업,26295,전자감지장치 제조업
KSIC,11,5,26299,그 외 기타 전자부품 제조업,26299,그 외 기타 전자부품 제조업
KSIC,11,5,26310,컴퓨터 제조업,26310,컴퓨터 제조업
KSIC,11,5,26321,기억장치 제조업,26321,기억장치 제조업
KSIC,11,5,26322,컴퓨터 모니터 제조업,26322,컴퓨터 모니터 제조업
KSIC,11,5,26323,컴퓨터 프린터 제조업,26323,컴퓨터 프린터 제조업
KSIC,11,5,26329,기타 주변기기 제조업,26329,기타 주변기기 제조업
KSIC,11,5,26410,유선 통신장비 제조업,26410,유선 통신장비 제조업
KSIC,11,5,26421,방송장비 제조업,26421,방송장비 제조업
KSIC,11,5,26422,이동전화기 제조업,26422,이동전화기 제조업
KSIC,11,5,26429,기타 무선 통신장비 제조업,26429,기타 무선 통신장비 제조업
KSIC,11,5,26511,텔레비전 제조업,26511,텔레비전 제조업
KSIC,11,5,26519,비디오 및 기타 영상기기 제조업,26519,비디오 및 기타 영상기기 제조업
KSIC,11,5,26521,"라디오, 녹음 및 재생 기기 제조업",26521,"라디오, 녹음 및 재생 기기 제조업"
KSIC,11,5,26529,기타 음향기기 제조업,26529,기타 음향기기 제조업
KSIC,11,5,26600,마그네틱 및 광학 매체 제조업,26600,마그네틱 및 광학 매체 제조업
KSIC,11,5,27111,방사선 장치 제조업,27111,방사선 장치 제조업
KSIC,11,5,27112,전기식 진단 및 요법 기기 제조업,27112,전기식 진단 및 요법 기기 제조업
KSIC,11,5,27191,치과용 기기 제조업,27191,치과용 기기 제조업
KSIC,11,5,27192,치과기공물 제조업,27192,정형외과용 및 신체보정용 기기 제조업
KSIC,11,5,27193,치과용 임플란트 제조업,27192,정형외과용 및 신체보정용 기기 제조업
KSIC,11,5,27194,정형외과용 및 신체보정용 기기 제조업,27192,정형외과용 및 신체보정용 기기 제조업
KSIC,11,5,27195,안경 및 안경렌즈 제조업,27193,안경 및 안경렌즈 제조업
KSIC,11,5,27196,의료용 가구 제조업,27194,의료용 가구 제조업
KSIC,11,5,27199,그 외 기타 의료용 기기 제조업,27199,그 외 기타 의료용 기기 제조업
KSIC,11,5,27211,"레이더, 항행용 무선기기 및 측량기구 제조업",27211,"레이더, 항행용 무선기기 및 측량기구 제조업"
KSIC,11,5,27212,"전자기 측정, 시험 및 분석기구 제조업",27212,"전자기 측정, 시험 및 분석기구 제조업"
KSIC,11,5,27213,"물질 검사, 측정 및 분석기구 제조업",27213,"물질 검사, 측정 및 분석기구 제조업"
KSIC,11,5,27214,속도계 및 적산계기 제조업,27214,속도계 및 적산계기 제조업
KSIC,11,5,27215,기기용 자동측정 및 제어장치 제조업,27215,기기용 자동측정 및 제어장치 제조업
KSIC,11,5,27216,산업처리공정 제어장비 제조업,27216,산업처리공정 제어장비 제조업
KSIC,11,5,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
KSIC,11,5,27220,시계 및 시계부품 제조업,27400,시계 및 시계부품 제조업
KSIC,11,5,27301,광학렌즈 및 광학요소 제조업,27301,광학렌즈 및 광학요소 제조업
KSIC,11,5,27309,기타 광학기기 및 사진기 제조업,27309,기타 광학기기 제조업
KSIC,11,5,27309,기타 광학기기 및 사진기 제조업,27302,"사진기, 영사기 및 관련 장비 제조업 "
KSIC,11,5,28111,전동기 및 발전기 제조업,28111,전동기 및 발전기 제조업
KSIC,11,5,28112,변압기 제조업,28112,변압기 제조업
KSIC,11,5,28113,에너지 저장장치 제조업,28114,에너지 저장장치 제조업
KSIC,11,5,28119,기타 전기 변환장치 제조업,28113,방전램프용 안정기 제조업
KSIC,11,5,28119,기타 전기 변환장치 제조업,28119,기타 전기 변환장치 제조업
KSIC,11,5,28121,"전기회로 개폐, 보호장치 제조업",28121,"전기회로 개폐, 보호장치 제조업"
KSIC,11,5,28122,전기회로 접속장치 제조업,28122,전기회로 접속장치 제조업
KSIC,11,5,28123,배전반 및 전기 자동제어반 제조업,28123,배전반 및 전기 자동제어반 제조업
KSIC,11,5,28201,일차전지 제조업,28201,일차전지 제조업
KSIC,11,5,28202,운송장비용 이차전지 제조업,28202,축전지 제조업
KSIC,11,5,28209,기타 이차전지 제조업,28202,축전지 제조업
KSIC,11,5,28301,광섬유 케이블 제조업,28301,광섬유 케이블 제조업
KSIC,11,5,28302,기타 절연선 및 케이블 제조업,28302,기타 절연선 및 케이블 제조업
KSIC,11,5,28303,절연 코드세트 및 기타 도체 제조업,28303,절연 코드세트 및 기타 도체 제조업
KSIC,11,5,28410,전구 및 램프 제조업,28410,전구 및 램프 제조업
KSIC,11,5,28421,운송장비용 조명장치 제조업,28421,운송장비용 조명장치 제조업
KSIC,11,5,28422,일반용 전기 조명장치 제조업,28422,일반용 전기 조명장치 제조업
KSIC,11,5,28423,전시 및 광고용 조명장치 제조업,28423,전시 및 광고용 조명장치 제조업
KSIC,11,5,28429,기타 조명장치 제조업,28429,기타 조명장치 제조업
KSIC,11,5,28511,주방용 전기기기 제조업,28511,주방용 전기기기 제조업
KSIC,11,5,28512,가정용 전기 난방기기 제조업,28512,가정용 전기 난방기기 제조업
KSIC,11,5,28519,기타 가정용 전기기기 제조업,28519,기타 가정용 전기기기 제조업
KSIC,11,5,28520,가정용 비전기식 조리 및 난방 기구 제조업,28520,가정용 비전기식 조리 및 난방 기구 제조업
KSIC,11,5,28901,전기경보 및 신호장치 제조업,28901,전기경보 및 신호장치 제조업
KSIC,11,5,28902,전기용 탄소제품 및 절연제품 제조업,28902,전기용 탄소제품 및 절연제품 제조업
KSIC,11,5,28903,교통 신호장치 제조업,28903,교통 신호장치 제조업
KSIC,11,5,28909,그 외 기타 전기장비 제조업,28909,그 외 기타 전기장비 제조업
KSIC,11,5,29111,내연기관 제조업,29111,내연기관 제조업
KSIC,11,5,29119,기타 기관 및 터빈 제조업,29119,기타 기관 및 터빈 제조업
KSIC,11,5,29120,유압기기 제조업,29120,유압기기 제조업
KSIC,11,5,29131,액체 펌프 제조업,29131,액체 펌프 제조업
KSIC,11,5,29132,기체 펌프 및 압축기 제조업,29132,기체 펌프 및 압축기 제조업
KSIC,11,5,29133,"탭, 밸브 및 유사장치 제조업",29133,"탭, 밸브 및 유사장치 제조업"
KSIC,11,5,29141,구름베어링 제조업,29141,구름베어링 제조업
KSIC,11,5,29142,기어 및 동력전달장치 제조업,29142,기어 및 동력전달장치 제조업
KSIC,11,5,29150,"산업용 오븐, 노 및 노용 버너 제조업",29150,"산업용 오븐, 노 및 노용 버너 제조업"
KSIC,11,5,29161,산업용 트럭 및 적재기 제조업,29161,산업용 트럭 및 적재기 제조업
KSIC,11,5,29162,승강기 제조업,29162,승강기 제조업
KSIC,11,5,29163,컨베이어장치 제조업,29163,컨베이어장치 제조업
KSIC,11,5,29169,기타 물품 취급장비 제조업,29169,기타 물품 취급장비 제조업
