분류종류,분류차순정보,분류범위,신분류코드,신분류항목명,구분류코드,구분류항목명
KSIC,11,1,A,"농업, 임업 및 어업(01~03)",A,"농업, 임업 및 어업(01~03)"
KSIC,11,1,B,광업(05~08),B,광업(05~08)
KSIC,11,1,C,제조업(10~34),C,제조업(10~34)
KSIC,11,1,D,"전기, 가스, 증기 및 공기조절 공급업(35)",D,"전기, 가스, 증기 및 공기조절 공급업(35)"
KSIC,11,1,E,"수도, 하수 및 폐기물 처리, 원료 재생업(36 ~ 39)",E,"수도, 하수 및 폐기물 처리, 원료 재생업(36 ~ 39)"
KSIC,11,1,F,건설업(41~42),F,건설업(41~42)
KSIC,11,1,G,도매 및 소매업(45~47),G,도매 및 소매업(45~47)
KSIC,11,1,H,운수 및 창고업(49~52),H,운수 및 창고업(49~52)
KSIC,11,1,I,숙박 및 음식점업(55~56),I,숙박 및 음식점업(55~56)
KSIC,11,1,J,정보통신업(58~63),J,정보통신업(58~63)
KSIC,11,1,K,금융 및 보험업(64~66),K,금융 및 보험업(64~66)
KSIC,11,1,L,부동산업(68),L,부동산업(68)
KSIC,11,1,M,"전문, 과학 및 기술 서비스업(70~73)",M,"전문, 과학 및 기술 서비스업(70~73)"
KSIC,11,1,N,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",N,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)"
KSIC,11,1,O,"공공행정, 국방 및 사회보장 행정(84)",K,금융 및 보험업(64~66)
KSIC,11,1,O,"공공행정, 국방 및 사회보장 행정(84)",O,"공공행정, 국방 및 사회보장 행정(84)"
KSIC,11,1,P,교육 서비스업(85),P,교육 서비스업(85)
KSIC,11,1,Q,보건업 및 사회복지 서비스업(86~87),Q,보건업 및 사회복지 서비스업(86~87)
KSIC,11,1,R,"예술, 스포츠 및 여가관련 서비스업(90~91)",R,"예술, 스포츠 및 여가관련 서비스업(90~91)"
KSIC,11,1,S,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",S,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)"
KSIC,11,1,T,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동(97~98),T,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동(97~98)
KSIC,11,1,U,국제 및 외국기관(99),U,국제 및 외국기관(99)
KSIC,11,2,1,농업,1,농업
KSIC,11,2,2,임업,2,임업
KSIC,11,2,3,어업,3,어업
KSIC,11,2,5,"석탄, 원유 및 천연가스 광업",5,"석탄, 원유 및 천연가스 광업"
KSIC,11,2,6,금속 광업,6,금속 광업
KSIC,11,2,7,비금속광물 광업; 연료용 제외,7,비금속광물 광업; 연료용 제외
KSIC,11,2,8,광업 지원 서비스업,8,광업 지원 서비스업
KSIC,11,2,10,식료품 제조업,10,식료품 제조업
KSIC,11,2,11,음료 제조업,11,음료 제조업
KSIC,11,2,12,담배 제조업,12,담배 제조업
KSIC,11,2,13,섬유제품 제조업; 의복제외,13,섬유제품 제조업; 의복제외
KSIC,11,2,14,"의복, 의복 액세서리 및 모피제품 제조업",14,"의복, 의복 액세서리 및 모피제품 제조업"
KSIC,11,2,15,"가죽, 가방 및 신발 제조업",15,"가죽, 가방 및 신발 제조업"
KSIC,11,2,16,목재 및 나무제품 제조업; 가구 제외,16,목재 및 나무제품 제조업; 가구 제외
KSIC,11,2,17,"펄프, 종이 및 종이제품 제조업",17,"펄프, 종이 및 종이제품 제조업"
KSIC,11,2,18,인쇄 및 기록매체 복제업,18,인쇄 및 기록매체 복제업
KSIC,11,2,19,"코크스, 연탄 및 석유정제품 제조업",19,"코크스, 연탄 및 석유정제품 제조업"
KSIC,11,2,20,화학물질 및 화학제품 제조업; 의약품 제외,20,화학물질 및 화학제품 제조업; 의약품 제외
KSIC,11,2,21,의료용 물질 및 의약품 제조업,21,의료용 물질 및 의약품 제조업
KSIC,11,2,21,의료용 물질 및 의약품 제조업,20,화학물질 및 화학제품 제조업; 의약품 제외
KSIC,11,2,22,고무 및 플라스틱제품 제조업,22,고무 및 플라스틱제품 제조업
KSIC,11,2,23,비금속 광물제품 제조업,23,비금속 광물제품 제조업
KSIC,11,2,24,1차 금속 제조업,24,1차 금속 제조업
KSIC,11,2,25,금속가공제품 제조업; 기계 및 가구 제외,25,금속가공제품 제조업; 기계 및 가구 제외
KSIC,11,2,26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
KSIC,11,2,27,"의료, 정밀, 광학기기 및 시계 제조업",27,"의료, 정밀, 광학기기 및 시계 제조업"
KSIC,11,2,28,전기장비 제조업,28,전기장비 제조업
KSIC,11,2,29,기타 기계 및 장비 제조업,29,기타 기계 및 장비 제조업
KSIC,11,2,30,자동차 및 트레일러 제조업,30,자동차 및 트레일러 제조업
KSIC,11,2,31,기타 운송장비 제조업,31,기타 운송장비 제조업
KSIC,11,2,32,가구 제조업,32,가구 제조업
KSIC,11,2,33,기타 제품 제조업,33,기타 제품 제조업
KSIC,11,2,34,산업용 기계 및 장비 수리업,34,산업용 기계 및 장비 수리업
KSIC,11,2,35,"전기, 가스, 증기 및 공기조절 공급업",35,"전기, 가스, 증기 및 공기조절 공급업"
KSIC,11,2,36,수도업,36,수도업
KSIC,11,2,37,"하수, 폐수 및 분뇨 처리업",37,"하수, 폐수 및 분뇨 처리업"
KSIC,11,2,38,"폐기물 수집, 운반, 처리 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업"
KSIC,11,2,39,환경 정화 및 복원업,39,환경 정화 및 복원업
KSIC,11,2,41,종합 건설업,41,종합 건설업
KSIC,11,2,42,전문직별 공사업,42,전문직별 공사업
KSIC,11,2,45,자동차 및 부품 판매업,45,자동차 및 부품 판매업
KSIC,11,2,46,도매 및 상품 중개업,46,도매 및 상품 중개업
KSIC,11,2,47,소매업; 자동차 제외,47,소매업; 자동차 제외
KSIC,11,2,49,육상운송 및 파이프라인 운송업,49,육상운송 및 파이프라인 운송업
KSIC,11,2,50,수상 운송업,50,수상 운송업
KSIC,11,2,51,항공 운송업,51,항공 운송업
KSIC,11,2,52,창고 및 운송관련 서비스업,52,창고 및 운송관련 서비스업
KSIC,11,2,55,숙박업,55,숙박업
KSIC,11,2,56,음식점 및 주점업,56,음식점 및 주점업
KSIC,11,2,58,출판업,58,출판업
KSIC,11,2,59,영상ㆍ오디오 기록물 제작 및 배급업,59,영상ㆍ오디오 기록물 제작 및 배급업
KSIC,11,2,60,방송 및 영상·오디오물 제공 서비스업,60,방송업
KSIC,11,2,60,방송 및 영상·오디오물 제공 서비스업,63,정보서비스업
KSIC,11,2,61,우편 및 통신업,61,우편 및 통신업
KSIC,11,2,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
KSIC,11,2,63,정보서비스업,63,정보서비스업
KSIC,11,2,64,금융업,64,금융업
KSIC,11,2,65,보험업,65,보험 및 연금업
KSIC,11,2,66,금융 및 보험 관련 서비스업,66,금융 및 보험 관련 서비스업
KSIC,11,2,68,부동산업,68,부동산업
KSIC,11,2,70,연구개발업,70,연구개발업
KSIC,11,2,71,전문 서비스업,71,전문 서비스업
KSIC,11,2,72,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",72,"건축기술, 엔지니어링 및 기타 과학기술 서비스업"
KSIC,11,2,73,"기타 전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업"
KSIC,11,2,74,사업시설 관리 및 조경 서비스업,74,사업시설 관리 및 조경 서비스업
KSIC,11,2,75,사업지원 서비스업,75,사업지원 서비스업
KSIC,11,2,76,임대업; 부동산 제외,76,임대업; 부동산 제외
KSIC,11,2,84,"공공행정, 국방 및 사회보장 행정",65,보험 및 연금업
KSIC,11,2,84,"공공행정, 국방 및 사회보장 행정",84,"공공행정, 국방 및 사회보장 행정"
KSIC,11,2,85,교육 서비스업,85,교육 서비스업
KSIC,11,2,86,보건업,86,보건업
KSIC,11,2,87,사회복지 서비스업,87,사회복지 서비스업
KSIC,11,2,90,"창작, 예술 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업"
KSIC,11,2,91,스포츠 및 오락관련 서비스업,91,스포츠 및 오락관련 서비스업
KSIC,11,2,94,협회 및 단체,94,협회 및 단체
KSIC,11,2,95,개인 및 소비용품 수리업,95,개인 및 소비용품 수리업
KSIC,11,2,96,기타 개인 서비스업,96,기타 개인 서비스업
KSIC,11,2,97,가구 내 고용활동,97,가구 내 고용활동
KSIC,11,2,98,달리 분류되지 않은 자가소비를 위한 가구의 재화 및 서비스 생산활동,98,달리 분류되지 않은 자가소비를 위한 가구의 재화 및 서비스 생산활동
KSIC,11,2,99,국제 및 외국기관,99,국제 및 외국기관
KSIC,11,3,11,작물 재배업,11,작물 재배업
KSIC,11,3,12,축산업,12,축산업
KSIC,11,3,13,작물재배 및 축산 복합농업,13,작물재배 및 축산 복합농업
KSIC,11,3,14,작물재배 및 축산 관련 서비스업,14,작물재배 및 축산 관련 서비스업
KSIC,11,3,15,수렵 및 관련 서비스업,15,수렵 및 관련 서비스업
KSIC,11,3,20,임업,20,임업
KSIC,11,3,31,어로 어업,31,어로 어업
KSIC,11,3,32,양식어업 및 어업관련 서비스업,32,양식어업 및 어업관련 서비스업
KSIC,11,3,51,석탄 광업,51,석탄 광업
KSIC,11,3,52,원유 및 천연가스 채굴업,52,원유 및 천연가스 채굴업
KSIC,11,3,61,철 광업,61,철 광업
KSIC,11,3,62,비철금속 광업,62,비철금속 광업
KSIC,11,3,71,토사석 광업,71,토사석 광업
KSIC,11,3,72,기타 비금속광물 광업,72,기타 비금속광물 광업
KSIC,11,3,80,광업 지원 서비스업,80,광업 지원 서비스업
KSIC,11,3,101,"도축, 육류 가공 및 저장 처리업",101,"도축, 육류 가공 및 저장 처리업"
KSIC,11,3,102,수산물 가공 및 저장 처리업,102,수산물 가공 및 저장 처리업
KSIC,11,3,103,"과실, 채소 가공 및 저장 처리업",103,"과실, 채소 가공 및 저장 처리업"
KSIC,11,3,104,동·식물성 유지 및 낙농제품 제조업,105,낙농제품 및 식용빙과류 제조업
KSIC,11,3,104,동·식물성 유지 및 낙농제품 제조업,104,동물성 및 식물성 유지 제조업
KSIC,11,3,105,"곡물가공품, 전분 및 전분제품 제조업",106,"곡물가공품, 전분 및 전분제품 제조업"
KSIC,11,3,106,"떡, 빵 및 과자류 제조업",107,기타 식품 제조업
KSIC,11,3,107,도시락 및 식사용 조리식품 제조업,107,기타 식품 제조업
KSIC,11,3,108,기타 식품 제조업,107,기타 식품 제조업
KSIC,11,3,109,동물용 사료 및 조제식품 제조업,108,동물용 사료 및 조제식품 제조업
KSIC,11,3,111,알코올음료 제조업,111,알코올음료 제조업
KSIC,11,3,112,비알코올음료 및 얼음 제조업,112,비알코올음료 및 얼음 제조업
KSIC,11,3,120,담배 제조업,120,담배 제조업
KSIC,11,3,131,방적 및 가공사 제조업,131,방적 및 가공사 제조업
KSIC,11,3,132,직물직조 및 직물제품 제조업,132,직물직조 및 직물제품 제조업
KSIC,11,3,133,편조원단 제조업,133,편조원단 제조업
KSIC,11,3,134,"섬유제품 염색, 정리 및 마무리 가공업",134,"섬유제품 염색, 정리 및 마무리 가공업"
KSIC,11,3,139,기타 섬유제품 제조업,139,기타 섬유제품 제조업
KSIC,11,3,141,봉제의복 제조업,141,봉제의복 제조업
KSIC,11,3,142,모피제품 제조업,142,모피제품 제조업
KSIC,11,3,143,편조의복 제조업,143,편조의복 제조업
KSIC,11,3,144,의복 액세서리 제조업,144,의복 액세서리 제조업
KSIC,11,3,151,"가죽, 가방 및 유사제품 제조업",151,"가죽, 가방 및 유사제품 제조업"
KSIC,11,3,152,신발 및 신발 부분품 제조업,152,신발 및 신발 부분품 제조업
KSIC,11,3,161,제재 및 목재 가공업,161,제재 및 목재 가공업
KSIC,11,3,162,나무제품 제조업,162,나무제품 제조업
KSIC,11,3,163,코르크 및 조물 제품 제조업,163,코르크 및 조물 제품 제조업
KSIC,11,3,171,"펄프, 종이 및 판지 제조업",171,"펄프, 종이 및 판지 제조업"
KSIC,11,3,172,"골판지, 종이 상자 및 종이 용기 제조업",172,"골판지, 종이 상자 및 종이 용기 제조업"
KSIC,11,3,179,기타 종이 및 판지 제품 제조업,171,"펄프, 종이 및 판지 제조업"
KSIC,11,3,179,기타 종이 및 판지 제품 제조업,179,기타 종이 및 판지 제품 제조업
KSIC,11,3,181,인쇄 및 인쇄관련 산업,181,인쇄 및 인쇄관련 산업
KSIC,11,3,182,기록매체 복제업,182,기록매체 복제업
KSIC,11,3,191,코크스 및 연탄 제조업,191,코크스 및 연탄 제조업
KSIC,11,3,192,석유 정제품 제조업,192,석유 정제품 제조업
KSIC,11,3,201,기초 화학물질 제조업,201,기초 화학물질 제조업
KSIC,11,3,202,합성고무 및 플라스틱 물질 제조업,202,합성고무 및 플라스틱 물질 제조업
KSIC,11,3,203,"비료, 농약 및 살균, 살충제 제조업",203,"비료, 농약 및 살균, 살충제 제조업"
KSIC,11,3,204,기타 화학제품 제조업,204,기타 화학제품 제조업
KSIC,11,3,205,화학섬유 제조업,205,화학섬유 제조업
KSIC,11,3,211,기초 의약 물질 제조업,211,기초 의약물질 및 생물학적 제제 제조업
KSIC,11,3,212,의약품 제조업,212,의약품 제조업
KSIC,11,3,213,의료용품 및 기타 의약 관련제품 제조업,211,기초 의약물질 및 생물학적 제제 제조업
KSIC,11,3,213,의료용품 및 기타 의약 관련제품 제조업,213,의료용품 및 기타 의약 관련제품 제조업
KSIC,11,3,213,의료용품 및 기타 의약 관련제품 제조업,204,기타 화학제품 제조업
KSIC,11,3,221,고무제품 제조업,221,고무제품 제조업
KSIC,11,3,222,플라스틱제품 제조업,222,플라스틱제품 제조업
KSIC,11,3,231,유리 및 유리제품 제조업,231,유리 및 유리제품 제조업
KSIC,11,3,232,"내화, 비내화 요업제품 제조업",232,"내화, 비내화 요업제품 제조업"
KSIC,11,3,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",233,"시멘트, 석회, 플라스터 및 그 제품 제조업"
KSIC,11,3,239,기타 비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업
KSIC,11,3,241,1차 철강 제조업,241,1차 철강 제조업
KSIC,11,3,242,1차 비철금속 제조업,242,1차 비철금속 제조업
KSIC,11,3,243,금속 주조업,243,금속 주조업
KSIC,11,3,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",251,"구조용 금속제품, 탱크 및 증기발생기 제조업"
KSIC,11,3,252,무기 및 총포탄 제조업,252,무기 및 총포탄 제조업
KSIC,11,3,259,기타 금속 가공제품 제조업,259,기타 금속 가공제품 제조업
KSIC,11,3,261,반도체 제조업,261,반도체 제조업
KSIC,11,3,262,전자부품 제조업,262,전자부품 제조업
KSIC,11,3,263,컴퓨터 및 주변장치 제조업,263,컴퓨터 및 주변장치 제조업
KSIC,11,3,264,통신 및 방송 장비 제조업,264,통신 및 방송 장비 제조업
KSIC,11,3,265,영상 및 음향기기 제조업,265,영상 및 음향기기 제조업
KSIC,11,3,266,마그네틱 및 광학 매체 제조업,266,마그네틱 및 광학 매체 제조업
KSIC,11,3,271,의료용 기기 제조업,271,의료용 기기 제조업
KSIC,11,3,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",274,시계 및 시계부품 제조업
KSIC,11,3,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
KSIC,11,3,273,사진장비 및 광학기기 제조업,273,사진장비 및 광학기기 제조업
KSIC,11,3,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
KSIC,11,3,282,일차전지 및 이차전지 제조업,282,일차전지 및 축전지 제조업
KSIC,11,3,283,절연선 및 케이블 제조업,283,절연선 및 케이블 제조업
KSIC,11,3,284,전구 및 조명장치 제조업,284,전구 및 조명장치 제조업
KSIC,11,3,285,가정용 기기 제조업,285,가정용 기기 제조업
KSIC,11,3,289,기타 전기장비 제조업,289,기타 전기장비 제조업
KSIC,11,3,291,일반 목적용 기계 제조업,291,일반 목적용 기계 제조업
KSIC,11,3,292,특수 목적용 기계 제조업,292,특수 목적용 기계 제조업
KSIC,11,3,301,자동차용 엔진 및 자동차 제조업,301,자동차용 엔진 및 자동차 제조업
KSIC,11,3,302,자동차 차체 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업
KSIC,11,3,303,자동차 신품 부품 제조업,303,자동차 신품 부품 제조업
KSIC,11,3,304,자동차 재제조 부품 제조업,304,자동차 재제조 부품 제조업
KSIC,11,3,311,선박 및 보트 건조업,311,선박 및 보트 건조업
KSIC,11,3,312,철도장비 제조업,312,철도장비 제조업
KSIC,11,3,313,"항공기, 우주선 및 부품 제조업",313,"항공기, 우주선 및 부품 제조업"
KSIC,11,3,319,그 외 기타 운송장비 제조업,319,그 외 기타 운송장비 제조업
KSIC,11,3,320,가구 제조업,320,가구 제조업
KSIC,11,3,331,귀금속 및 장신용품 제조업,331,귀금속 및 장신용품 제조업
KSIC,11,3,332,악기 제조업,332,악기 제조업
KSIC,11,3,333,운동 및 경기용구 제조업,333,운동 및 경기용구 제조업
KSIC,11,3,334,"인형, 장난감 및 오락용품 제조업",334,"인형, 장난감 및 오락용품 제조업"
KSIC,11,3,339,그 외 기타 제품 제조업,339,그 외 기타 제품 제조업
KSIC,11,3,340,산업용 기계 및 장비 수리업,340,산업용 기계 및 장비 수리업
KSIC,11,3,351,전기업,351,전기업
KSIC,11,3,352,연료용 가스 제조 및 배관공급업,352,연료용 가스 제조 및 배관공급업
KSIC,11,3,353,"증기, 냉·온수 및 공기조절 공급업",353,"증기, 냉·온수 및 공기조절 공급업"
KSIC,11,3,360,수도업,360,수도업
KSIC,11,3,370,"하수, 폐수 및 분뇨 처리업",370,"하수, 폐수 및 분뇨 처리업"
KSIC,11,3,381,"폐기물 수집, 운반업",381,"폐기물 수집, 운반업"
KSIC,11,3,382,폐기물 처리업,382,폐기물 처리업
KSIC,11,3,383,"해체, 선별 및 원료 재생업 ",383,"해체, 선별 및 원료 재생업 "
KSIC,11,3,390,환경 정화 및 복원업,390,환경 정화 및 복원업
KSIC,11,3,411,건물 건설업,411,건물 건설업
KSIC,11,3,412,토목 건설업,412,토목 건설업
KSIC,11,3,421,기반조성 및 시설물 축조관련 전문공사업,421,기반조성 및 시설물 축조관련 전문공사업
KSIC,11,3,422,건물설비 설치 공사업,422,건물설비 설치 공사업
KSIC,11,3,423,전기 및 통신 공사업,423,전기 및 통신 공사업
KSIC,11,3,424,실내건축 및 건축마무리 공사업,424,실내건축 및 건축마무리 공사업
KSIC,11,3,425,시설물 유지관리 공사업,425,시설물 유지관리 공사업
KSIC,11,3,426,건설장비 운영업,426,건설장비 운영업
KSIC,11,3,451,자동차 판매업,451,자동차 판매업
KSIC,11,3,452,자동차 부품 및 내장품 판매업,452,자동차 부품 및 내장품 판매업
KSIC,11,3,453,모터사이클 및 부품 판매업,453,모터사이클 및 부품 판매업
KSIC,11,3,461,상품 중개업,461,상품 중개업
KSIC,11,3,462,산업용 농·축산물 및 동·식물 도매업,462,산업용 농·축산물 및 동·식물 도매업
KSIC,11,3,463,음ㆍ식료품 및 담배 도매업,463,음ㆍ식료품 및 담배 도매업
KSIC,11,3,464,생활용품 도매업,464,생활용품 도매업
KSIC,11,3,465,기계장비 및 관련 물품 도매업,465,기계장비 및 관련 물품 도매업
KSIC,11,3,466,"건축자재, 철물 및 난방장치 도매업",466,"건축자재, 철물 및 난방장치 도매업"
KSIC,11,3,467,기타 전문 도매업,467,기타 전문 도매업
KSIC,11,3,468,상품 종합 도매업,468,상품 종합 도매업
KSIC,11,3,471,종합 소매업,471,종합 소매업
KSIC,11,3,472,음ㆍ식료품 및 담배 소매업,472,음ㆍ식료품 및 담배 소매업
KSIC,11,3,473,가전제품 및 정보통신장비 소매업,473,가전제품 및 정보통신장비 소매업
KSIC,11,3,474,"섬유, 의복, 신발 및 가죽제품 소매업",474,"섬유, 의복, 신발 및 가죽제품 소매업"
KSIC,11,3,475,기타 생활용품 소매업,475,기타 생활용품 소매업
KSIC,11,3,476,"문화, 오락 및 여가 용품 소매업",476,"문화, 오락 및 여가 용품 소매업"
KSIC,11,3,477,연료 소매업,477,연료 소매업
KSIC,11,3,478,기타 상품 전문 소매업,478,기타 상품 전문 소매업
KSIC,11,3,479,무점포 소매업,479,무점포 소매업
KSIC,11,3,491,철도 운송업,491,철도 운송업
KSIC,11,3,492,육상 여객 운송업,492,육상 여객 운송업
KSIC,11,3,493,도로 화물 운송업,493,도로 화물 운송업
KSIC,11,3,494,소화물 전문 운송업,494,소화물 전문 운송업
KSIC,11,3,495,파이프라인 운송업,495,파이프라인 운송업
KSIC,11,3,501,해상 운송업,501,해상 운송업
KSIC,11,3,502,내륙 수상 및 항만 내 운송업,502,내륙 수상 및 항만 내 운송업
KSIC,11,3,511,항공 여객 운송업,511,항공 여객 운송업
KSIC,11,3,512,항공 화물 운송업,512,항공 화물 운송업
KSIC,11,3,521,보관 및 창고업,521,보관 및 창고업
KSIC,11,3,529,기타 운송관련 서비스업,529,기타 운송관련 서비스업
KSIC,11,3,551,일반 및 생활 숙박시설 운영업,551,일반 및 생활 숙박시설 운영업
KSIC,11,3,559,기타 숙박업,559,기타 숙박업
KSIC,11,3,561,음식점업,561,음식점업
KSIC,11,3,562,주점 및 비알코올 음료점업,562,주점 및 비알코올 음료점업
KSIC,11,3,581,"서적, 잡지 및 기타 인쇄물 출판업",581,"서적, 잡지 및 기타 인쇄물 출판업"
KSIC,11,3,582,소프트웨어 개발 및 공급업,582,소프트웨어 개발 및 공급업
KSIC,11,3,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",591,"영화, 비디오물, 방송프로그램 제작 및 배급업"
KSIC,11,3,592,오디오물 출판 및 원판 녹음업,592,오디오물 출판 및 원판 녹음업
KSIC,11,3,601,라디오 방송업,601,라디오 방송업
KSIC,11,3,602,텔레비전 방송업,602,텔레비전 방송업
KSIC,11,3,603,영상·오디오물 제공 서비스업,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
KSIC,11,3,603,영상·오디오물 제공 서비스업,639,기타 정보 서비스업
KSIC,11,3,611,공영 우편업,611,공영 우편업
KSIC,11,3,612,전기 통신업,612,전기 통신업
KSIC,11,3,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
KSIC,11,3,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
KSIC,11,3,639,기타 정보 서비스업,639,기타 정보 서비스업
KSIC,11,3,641,은행 및 저축기관,641,은행 및 저축기관
KSIC,11,3,642,신탁업 및 집합투자업,642,신탁업 및 집합투자업
KSIC,11,3,649,기타 금융업,649,기타 금융업
KSIC,11,3,651,보험업,651,보험업
KSIC,11,3,652,재 보험업,652,재 보험업
KSIC,11,3,653,공제업,653,연금 및 공제업
KSIC,11,3,661,금융 지원 서비스업,661,금융 지원 서비스업
KSIC,11,3,662,보험 및 연금관련 서비스업,662,보험 및 연금관련 서비스업
KSIC,11,3,681,부동산 임대 및 공급업,681,부동산 임대 및 공급업
KSIC,11,3,682,부동산 관련 서비스업,682,부동산 관련 서비스업
KSIC,11,3,701,자연과학 및 공학 연구개발업,701,자연과학 및 공학 연구개발업
KSIC,11,3,702,인문 및 사회과학 연구개발업,702,인문 및 사회과학 연구개발업
KSIC,11,3,711,법무관련 서비스업,711,법무관련 서비스업
KSIC,11,3,712,회계 및 세무관련 서비스업,712,회계 및 세무관련 서비스업
KSIC,11,3,713,광고업,713,광고업
KSIC,11,3,714,시장조사 및 여론조사업,714,시장조사 및 여론조사업
KSIC,11,3,715,회사 본부 및 경영 컨설팅 서비스업,715,회사 본부 및 경영 컨설팅 서비스업
KSIC,11,3,716,기타 전문 서비스업,716,기타 전문 서비스업
KSIC,11,3,721,"건축기술, 엔지니어링 및 관련 기술 서비스업",721,"건축기술, 엔지니어링 및 관련 기술 서비스업"
KSIC,11,3,729,기타 과학기술 서비스업,729,기타 과학기술 서비스업
KSIC,11,3,731,수의업,731,수의업
KSIC,11,3,732,전문 디자인업,732,전문 디자인업
KSIC,11,3,733,사진 촬영 및 처리업,733,사진 촬영 및 처리업
KSIC,11,3,739,"그 외 기타 전문, 과학 및 기술 서비스업",739,"그 외 기타 전문, 과학 및 기술 서비스업"
KSIC,11,3,741,사업시설 유지·관리 서비스업,741,사업시설 유지·관리 서비스업
KSIC,11,3,742,건물ㆍ산업설비 청소 및 방제 서비스업,742,건물ㆍ산업설비 청소 및 방제 서비스업
KSIC,11,3,743,조경 관리 및 유지 서비스업,743,조경 관리 및 유지 서비스업
KSIC,11,3,751,고용알선 및 인력공급업,751,고용알선 및 인력공급업
KSIC,11,3,752,여행사 및 기타 여행보조 서비스업,752,여행사 및 기타 여행보조 서비스업
KSIC,11,3,753,"경비, 경호 및 탐정업",753,"경비, 경호 및 탐정업"
KSIC,11,3,759,기타 사업지원 서비스업,759,기타 사업지원 서비스업
KSIC,11,3,761,운송장비 임대업,761,운송장비 임대업
KSIC,11,3,762,개인 및 가정용품 임대업,762,개인 및 가정용품 임대업
KSIC,11,3,763,산업용 기계 및 장비 임대업,763,산업용 기계 및 장비 임대업
KSIC,11,3,764,무형재산권 임대업,764,무형재산권 임대업
KSIC,11,3,841,입법 및 일반 정부 행정,841,입법 및 일반 정부 행정
KSIC,11,3,842,사회 및 산업정책 행정,842,사회 및 산업정책 행정
KSIC,11,3,843,외무 및 국방 행정,843,외무 및 국방 행정
KSIC,11,3,844,사법 및 공공질서 행정,844,사법 및 공공질서 행정
KSIC,11,3,845,사회보장 행정,845,사회보장 행정
KSIC,11,3,846,연금업,651,보험업
KSIC,11,3,846,연금업,653,연금 및 공제업
KSIC,11,3,851,초등 교육기관,851,초등 교육기관
KSIC,11,3,852,중등 교육기관,852,중등 교육기관
KSIC,11,3,853,고등 교육기관,853,고등 교육기관
KSIC,11,3,854,"특수학교, 외국인학교 및 대안학교",854,"특수학교, 외국인학교 및 대안학교"
KSIC,11,3,855,일반 교습 학원,855,일반 교습 학원
KSIC,11,3,856,기타 교육기관,856,기타 교육기관
KSIC,11,3,857,교육지원 서비스업,857,교육지원 서비스업
KSIC,11,3,861,병원,861,병원
KSIC,11,3,862,의원,862,의원
KSIC,11,3,863,공중 보건 의료업,863,공중 보건 의료업
KSIC,11,3,869,기타 보건업,869,기타 보건업
KSIC,11,3,871,거주 복지시설 운영업,871,거주 복지시설 운영업
KSIC,11,3,872,비거주 복지시설 운영업,872,비거주 복지시설 운영업
KSIC,11,3,901,창작 및 예술관련 서비스업,901,창작 및 예술관련 서비스업
KSIC,11,3,902,"도서관, 사적지 및 유사 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업"
KSIC,11,3,911,스포츠 서비스업,911,스포츠 서비스업
KSIC,11,3,912,유원지 및 기타 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업
KSIC,11,3,941,산업 및 전문가 단체,941,산업 및 전문가 단체
KSIC,11,3,942,노동조합,942,노동조합
KSIC,11,3,949,기타 협회 및 단체,949,기타 협회 및 단체
KSIC,11,3,951,컴퓨터 및 통신장비 수리업,951,컴퓨터 및 통신장비 수리업
KSIC,11,3,952,자동차 및 모터사이클 수리업,952,자동차 및 모터사이클 수리업
KSIC,11,3,953,개인 및 가정용품 수리업,953,개인 및 가정용품 수리업
